,index,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
17,5373.0,12.268525,0.7452856,1.4018941,43.191364,0.11436138,58.524567,354.78824,1.0020233,3.4046419,1.7626376,11.504919,3.0
18,12139.0,11.35519,1.1567439,1.2719479,26.4243,0.2370771,135.83804,367.2183,1.0148414,3.8373077,1.5678694,10.713586,3.0
19,3612.0,6.3585715,0.5308904,1.1905984,48.651806,0.047786362,50.776997,285.2726,1.0362011,3.2325482,1.8238504,13.275244,3.0
20,3976.0,7.2742934,1.1468707,0.91523457,30.155245,0.28018814,30.996485,301.403,1.0300804,3.295674,1.8538514,9.916648,3.0
21,5413.0,6.957562,0.09464472,0.85506046,65.59938,0.010610697,3.3507977,326.37775,1.0389088,3.9998622,1.4469714,9.309306,3.0
22,7791.0,8.164773,0.75379884,0.10057314,30.586449,0.39328352,104.60983,66.49045,1.0328561,3.2435203,1.7536387,12.913819,5.0
23,9430.0,9.3359785,0.48642296,1.2846279,55.295456,0.1017012,173.24295,259.85397,1.0294715,3.9597278,1.5184891,10.912304,3.0
24,5640.0,9.426142,0.21928972,1.455285,26.010841,0.04050512,4.5318475,54.588715,1.0379406,2.9824338,1.9992187,14.20565,3.0
25,9772.0,9.955481,1.3113163,0.7471389,17.358122,0.2631082,116.26928,335.47903,1.0124718,3.972124,0.9089437,9.196775,3.0
26,11007.0,7.9510136,1.4333936,0.8943433,26.726349,0.3448346,132.25082,275.5699,1.0124689,3.5347507,1.3198102,12.806597,3.0
27,9063.0,11.166931,0.6316138,1.5480503,24.587894,0.024642207,36.43852,373.08783,1.0168865,2.9772158,1.9945674,13.527255,3.0
28,1485.0,9.03787,0.3585363,0.6082611,62.332462,0.22208755,26.001429,353.17798,1.0275195,3.3771176,0.77397186,9.932995,3.0
29,13751.0,8.67071,0.3073297,0.15074624,31.61004,0.46006247,38.606796,58.27258,1.0265954,2.7218432,0.8696452,12.086282,7.0
30,7695.0,8.803035,0.6963672,1.1559571,48.158726,0.060755104,123.78524,288.7319,1.0220853,3.5356064,1.5885894,12.201453,3.0
31,3977.0,12.018709,1.1451275,1.5301512,3.4996498,0.5919709,226.20685,139.5142,1.0205523,3.2240937,1.9125246,12.309332,5.0
32,12826.0,6.2257137,0.41870955,0.7921656,23.29794,0.12600003,71.97008,61.699947,1.0348428,2.7962432,1.8785427,13.952819,4.0
33,7835.0,7.3165183,0.28245857,0.17789944,63.59177,0.05782572,15.72409,276.94128,1.0378546,3.7127469,1.4833126,11.234484,3.0
34,9343.0,9.8384075,0.7916069,0.69671166,59.574585,0.26180926,21.793957,371.9638,1.0009958,3.6418614,1.2992318,9.604644,3.0
35,10587.0,7.2296133,0.882055,1.5855317,42.19938,0.57597,73.50488,315.2409,1.0213999,3.7815673,0.8490034,12.722234,6.0
36,4069.0,12.28774,0.998247,0.7902586,59.024967,0.13473019,26.475348,345.78128,1.0099281,3.948113,0.82372487,10.1908455,3.0
37,12099.0,4.60335,0.80338824,0.25476956,56.430756,0.18615864,207.26189,254.53148,1.0087582,3.338011,0.8034121,13.120093,5.0
38,7148.0,11.021308,1.2784584,1.4367319,14.848926,0.5114877,284.61246,100.54512,1.0047389,3.9646153,0.2844466,11.960131,4.0
39,1766.0,6.3857074,0.80304337,0.5772516,47.115543,0.2574563,97.37061,191.84442,1.0343106,3.6399162,1.067054,11.202993,3.0
40,5811.0,8.993108,0.42795745,0.504641,55.86971,0.20789069,200.47815,120.59378,1.0148368,3.0922208,1.1239052,12.221871,3.0
41,4869.0,12.556756,1.2702136,1.3829633,35.44175,0.3004078,94.430534,392.91855,1.0018,3.7661152,1.84069,10.130151,3.0
42,9770.0,5.5730915,0.21101175,0.44283563,61.84075,0.075443745,47.395844,177.86174,1.0366728,3.386509,0.9315686,11.091947,3.0
43,14038.0,9.009035,0.4464463,1.5194224,20.97641,0.14355168,11.949453,116.704506,1.0087003,2.7638125,1.9553498,12.394295,7.0
44,12246.0,5.8764577,0.3953625,0.9509377,40.352024,0.121482976,6.3516054,102.56287,1.033827,3.2257667,1.9791514,13.211835,3.0
45,11454.0,9.872189,1.1462569,1.3624418,30.296892,0.41396496,145.80421,386.81522,1.0187942,3.9447443,1.156187,10.304142,3.0
46,8890.0,7.4417424,0.34167972,0.689086,61.268085,0.08497837,31.754704,279.49432,1.0132508,3.6044364,1.1589179,12.383701,3.0
47,8592.0,6.9119225,0.89829636,0.35932672,50.728153,0.05519891,118.432884,237.67267,1.0300083,3.9439392,1.1758949,11.637229,3.0
48,2895.0,7.4192767,0.32028976,0.68634146,63.065147,0.04791655,25.645834,307.7896,1.013054,3.0462863,1.8009434,12.181938,3.0
49,5436.0,10.125302,0.11866854,1.5306662,26.893198,0.25662363,282.50247,52.800858,1.0299643,2.9071732,0.39517453,13.416636,5.0
50,4087.0,10.977315,0.36594427,0.3772568,64.64048,0.060024217,6.9611993,348.84393,1.0306722,3.7797,1.4328841,9.805776,3.0
51,12917.0,12.852967,1.4775714,0.5639799,3.8971958,0.56070197,258.45877,245.41214,0.9966692,3.9503062,0.3709204,10.494701,5.0
52,1248.0,8.769706,1.4680731,1.3821367,16.422552,0.4815153,184.16014,352.27106,1.0175663,3.9627879,0.87415874,10.39578,3.0
53,2765.0,10.181955,0.37217063,0.62853295,64.45048,0.07998709,4.663735,345.95752,1.0375618,3.5593865,1.7698574,9.576153,3.0
54,9758.0,10.484385,1.3660017,0.4175756,34.013596,0.36740655,163.18292,351.88373,1.0074282,3.9868555,0.65400314,11.101584,3.0
55,4249.0,9.356354,0.24364832,1.4775887,57.564007,0.102044396,3.715211,226.93564,1.0380325,3.5539405,1.8410406,11.414516,3.0
56,862.0,7.409923,1.2605177,0.7224856,27.748205,0.45225662,151.87083,281.8218,1.0095197,3.7485514,0.8073624,11.254445,3.0
57,9778.0,9.88831,1.1514115,0.6802189,28.804224,0.5068753,169.19885,283.44263,1.0077075,3.8861988,0.47748005,9.63171,3.0
58,10991.0,12.208253,1.2172774,0.8284041,55.144695,0.21473888,28.931273,408.78427,1.0024104,3.6481943,1.276798,9.192523,3.0
59,97.0,9.280076,0.85482216,0.14413345,60.215733,0.2230469,54.430275,356.59995,1.0272522,3.785032,0.82315105,10.267629,3.0
60,13953.0,14.324202,1.3611957,1.263178,29.86077,0.13592106,163.2035,343.31012,0.99571645,3.43356,1.6453539,11.508088,7.0
61,3763.0,9.90644,0.33545297,1.2252276,61.51456,0.05478456,38.691044,293.20016,1.0286334,3.942745,1.3250674,12.411877,3.0
62,4929.0,6.6469436,0.44075498,0.22748403,62.9984,0.2732103,28.310238,224.32881,1.030541,3.8035612,1.0854384,11.92054,3.0
63,4185.0,5.192496,0.20979857,0.77360266,63.94356,0.13543358,17.061653,295.12268,1.0366355,3.4483864,0.57283306,11.054639,3.0
64,2911.0,7.3481574,0.30944687,0.8655933,57.73373,0.34728354,166.3546,166.11443,1.0355954,3.396892,1.5056751,12.323263,3.0
65,877.0,8.744373,0.9812064,1.0610237,50.813557,0.089782864,16.0231,399.9234,1.0252054,3.9862013,1.8792524,11.405343,3.0
66,7441.0,11.223751,1.4280788,0.778483,49.55797,0.33013758,29.743101,405.22577,1.0151821,3.9173546,0.9390416,8.8130245,3.0
67,4970.0,6.1754794,0.1294592,0.7774532,64.659676,0.109992705,27.03995,285.2575,1.0371337,3.2089946,1.0783827,9.266982,3.0
68,6994.0,8.815295,0.1522052,0.37163928,65.704384,0.05106272,10.569201,291.79688,1.037678,3.3631036,0.53311455,9.784609,3.0
69,6109.0,11.801332,0.35281283,1.5834833,28.65056,0.07225522,33.229332,240.42406,1.0020982,2.946325,1.9291321,9.799101,3.0
70,419.0,6.9120893,0.08358759,0.5709036,65.12304,0.010695697,7.6140842,110.8228,1.0389209,3.331284,1.8057069,12.699782,3.0
71,7004.0,13.379772,0.8430982,1.2460009,42.46582,0.0530253,19.649887,346.6506,0.99807537,3.1071572,1.7776724,11.798377,3.0
72,13122.0,9.342544,0.768613,1.2739948,41.09066,0.17071132,62.654823,262.72412,1.0182587,3.6698043,1.8225135,12.485109,3.0
73,2406.0,8.319584,1.373599,1.3245993,17.822802,0.48804486,255.26297,324.77448,1.0109594,3.8678966,0.65037084,12.017815,4.0
74,7408.0,9.8769,1.3134135,1.5247803,14.590497,0.2565373,250.01355,292.43774,1.0151035,3.9101863,0.71519667,11.222622,3.0
75,10658.0,5.4211445,0.5117992,0.555483,39.4617,0.23160832,229.80835,172.61455,1.0317518,3.6529696,1.3783,12.581226,3.0
76,1682.0,12.0965395,0.7485207,0.34465057,52.824955,0.17035966,89.71197,320.20743,1.007734,3.5880284,0.63414395,10.642635,3.0
77,5172.0,9.037484,1.3516396,1.1374949,33.151634,0.24334916,155.80438,330.06445,0.99262863,3.7079918,1.5647764,12.029112,3.0
78,10499.0,6.2284203,0.1019654,1.143438,56.20446,0.041193306,21.412594,148.60593,1.0388917,3.4065459,1.7357203,12.2938595,3.0
79,5778.0,13.532106,0.8450818,1.4373636,27.855225,0.068402715,20.820045,368.96167,1.0052598,3.4484956,1.9210837,9.982609,3.0
80,4138.0,11.585726,1.3061545,1.4455498,14.581801,0.38270503,172.7652,372.773,1.0072881,3.9092133,0.8797981,10.441631,3.0
81,13131.0,9.943926,1.1708102,1.2335712,40.18305,0.18260601,41.675713,360.54996,1.0081848,3.666627,1.7008189,10.669376,3.0
82,11465.0,8.902052,0.2005398,1.0963485,64.79175,0.13110507,3.0041463,257.86478,1.0349922,3.2289968,1.2805563,10.548735,3.0
83,1441.0,7.152627,0.56284773,0.9790002,52.58151,0.29781792,16.713846,261.41333,1.0329149,3.6950328,1.8146161,11.594163,3.0
84,4109.0,9.466699,0.24222909,1.5140246,35.19261,0.03282502,54.86086,341.7334,1.0338314,3.1071126,1.9413316,12.211456,3.0
85,1342.0,10.124663,1.4520918,1.3778036,6.8209643,0.56544906,255.96475,207.52792,0.9952007,3.7385304,1.1392804,10.006151,4.0
86,5238.0,6.2381387,0.3669573,0.7330592,58.264942,0.058044575,103.904205,204.78288,1.0144802,3.3168929,0.9904926,12.533039,3.0
87,1492.0,11.136221,1.3502799,1.2734511,31.791239,0.32552198,261.77713,272.3162,1.0137268,3.9657862,0.2577398,9.962851,4.0
88,8591.0,11.110598,1.2553315,0.8575889,37.05569,0.0919378,107.00813,345.41293,0.9953702,3.6141286,0.99208224,11.400817,3.0
89,5263.0,4.92273,0.098866835,0.3354205,65.14842,0.034676928,6.685008,204.76031,1.0339665,3.6240258,1.0580589,12.272382,3.0
90,11835.0,11.063059,1.3008674,0.25017855,7.173349,0.5197257,268.2579,115.56103,1.007134,3.7789152,0.3861886,12.540238,4.0
91,10022.0,11.9956455,1.2822561,1.2932891,33.05962,0.19216004,155.39195,351.9029,1.0029836,3.854523,1.2584738,10.79383,3.0
92,11352.0,9.361551,0.9392332,1.043112,55.048843,0.15075578,63.02526,380.41956,1.0282111,4.0029664,1.5387471,12.300361,3.0
93,5944.0,8.666119,0.43797296,1.0288997,63.628014,0.041585203,59.43021,301.29398,1.0318369,3.3120208,1.743516,12.150323,3.0
94,13568.0,10.624879,0.6532019,1.2478743,18.992157,0.24195488,123.65805,203.83902,1.020081,3.2741256,1.8964964,12.688617,5.0
95,2164.0,9.493432,1.2185223,0.9433338,27.506802,0.47780004,275.02167,260.82523,1.0140972,3.8362138,0.29066777,9.524611,6.0
96,414.0,9.027574,0.23417777,1.0923246,36.99065,0.20918635,44.271,285.89948,1.0290755,3.0981128,1.205571,12.466731,3.0
97,5473.0,12.604608,0.96615976,0.22839686,4.6806264,0.5166937,288.89948,20.776825,1.0016522,3.8492162,0.2579001,12.393424,4.0
98,10110.0,6.572424,0.42134,0.5896628,50.794876,0.1303835,85.927315,133.03656,1.0321273,2.999155,1.8558402,11.858848,3.0
99,9504.0,5.838001,1.0955329,1.164829,28.880058,0.55339915,70.746056,243.03072,1.0329068,3.8656461,0.7599332,10.064588,3.0
100,3131.0,11.352159,1.413991,0.70182186,15.886882,0.43000972,53.455315,324.41028,0.9943649,3.970739,0.9477721,9.273491,3.0
101,8582.0,11.702938,1.4711028,0.47078022,55.111233,0.1454729,114.83684,245.78035,1.0025721,3.9839199,0.2758558,10.144095,3.0
102,5294.0,10.36512,1.2398678,1.2322732,21.952972,0.45006752,168.94762,299.4757,1.0101919,3.4590323,1.7165531,10.931681,5.0
103,10386.0,11.070086,0.85758436,1.2237419,46.261555,0.1610181,20.082273,359.13,1.0152888,3.873527,1.7710395,11.689631,3.0
104,209.0,13.795975,0.1884069,1.2029568,6.250025,0.5182258,113.63623,95.057106,1.0265028,2.8063571,1.859297,12.131494,4.0
105,9002.0,12.876973,1.209062,1.4005909,7.055993,0.46804863,165.07152,225.78,0.9934568,3.3187578,1.8533467,11.089873,5.0
106,6323.0,7.5003405,0.9245428,0.38372028,48.79153,0.33969253,45.934895,335.3609,1.0068386,3.2206235,0.6559166,10.542532,3.0
107,3184.0,11.747625,1.1145549,1.0768423,29.292988,0.25082904,66.16339,339.89453,1.0121534,3.597408,1.8413976,11.338864,3.0
108,7035.0,5.1460404,0.19961435,0.5667983,58.73379,0.26827323,40.063435,129.98405,1.0370464,2.810034,1.5440803,12.657469,3.0
109,7402.0,9.134102,0.43903428,1.1890808,32.803116,0.13354613,68.16899,140.1666,1.0275205,2.8010833,1.2987466,12.534792,3.0
110,8731.0,5.8484917,0.2312634,0.7554277,53.32938,0.22048104,166.55487,256.41492,1.0296746,3.1207526,0.54336005,11.748065,5.0
111,9806.0,6.488427,0.10762116,1.3386669,50.618095,0.02714691,10.087424,60.487698,1.0388161,2.756733,1.9604177,14.288733,3.0
112,2236.0,9.340719,0.101301774,1.6127365,12.864322,0.0320486,15.577354,108.73037,1.0355743,2.742454,1.9843955,13.328507,3.0
113,11811.0,7.8817053,0.86381805,1.1097549,58.558067,0.28365698,42.817944,292.00607,1.0204324,3.067765,1.4770827,11.046439,3.0
114,13220.0,8.023541,0.5824658,0.9747494,49.673347,0.17754474,153.4293,144.9728,1.0213683,3.7777433,0.7473686,13.011634,4.0
115,457.0,10.164598,0.4399227,1.2011101,49.894295,0.07739028,43.0091,314.70392,1.0171322,3.1066399,1.725706,13.322862,3.0
116,1483.0,6.1501226,0.5928038,0.92279506,49.974834,0.45879728,30.128895,307.47958,1.0202487,3.4767013,1.5708698,11.372974,3.0
117,5591.0,12.067656,1.4359735,1.2308371,46.58743,0.24875367,63.620888,388.57016,1.0163133,3.993915,0.7924215,9.030742,3.0
118,10527.0,5.5471683,0.1993089,1.4529234,39.272476,0.1415175,15.172875,51.069546,1.0387664,2.778414,1.9901774,14.05879,3.0
119,3814.0,9.628668,1.0310451,1.0071863,50.946415,0.122347176,41.48472,345.529,1.0299996,3.8975737,1.6678526,11.985546,3.0
120,6555.0,13.223134,0.87378037,1.1170305,56.307922,0.16395761,16.218365,364.26355,1.0107507,3.9160063,1.2372682,10.560367,3.0
121,2922.0,10.242961,1.4755473,0.724362,27.38722,0.42468962,128.31158,291.47473,0.99805486,3.9294252,1.7392395,10.7706375,5.0
122,6362.0,8.62213,1.4029796,0.9283013,38.52051,0.2906752,129.53049,350.2672,1.0082248,3.7367241,1.131147,10.222292,3.0
123,2967.0,6.124635,1.0988675,0.2761783,54.77132,0.4145747,93.66035,178.00641,1.0344647,3.7620363,0.7763983,13.260549,4.0
124,641.0,6.931081,0.10190412,1.6509374,19.918194,0.12631634,76.22137,164.69102,1.0349251,2.740316,1.7735493,12.393932,6.0
125,8.0,6.028729,0.58627903,0.44772238,49.487442,0.077577315,146.11438,104.05538,1.0223912,3.093639,1.7412521,13.728737,5.0
126,10774.0,6.8063893,0.666767,1.0030658,49.578938,0.20027779,26.157097,233.34468,1.0285854,3.2463326,1.6262171,11.868272,3.0
127,8742.0,9.259409,1.3095862,1.366725,13.471731,0.38803536,232.45523,311.9402,1.011023,3.8841088,1.1879253,10.9868355,3.0
128,8063.0,7.359956,0.22457229,1.3623796,46.599297,0.036318775,18.567394,214.81528,1.0361786,2.7739196,1.9394914,13.501032,3.0
129,13483.0,11.624036,1.394642,0.1806349,53.829525,0.22238986,192.76239,237.4438,1.0149791,3.7117486,0.51487267,10.811654,3.0
130,3370.0,6.285954,1.0121217,0.22530843,46.993313,0.4889519,129.52913,291.7147,1.0080339,3.1492538,0.47838843,10.5735235,4.0
131,5917.0,8.708066,1.0413,0.4705125,52.544033,0.2990913,117.09006,311.97528,1.0169985,3.816311,0.9084901,12.0997095,3.0
132,10629.0,7.645263,1.097586,0.2553147,34.458935,0.23576333,191.76894,225.28897,1.0036813,3.1878176,1.6118802,12.838356,5.0
133,11309.0,5.536049,0.9322652,0.23666616,60.479687,0.23880199,142.90114,312.83823,1.0203168,3.0460217,0.32183117,11.700193,3.0
134,11554.0,8.377282,1.4792851,0.4516001,35.13873,0.45962113,101.58751,382.7649,1.0241916,3.994517,0.7892793,10.425594,4.0
135,8528.0,12.08981,1.3788655,0.4956517,5.639676,0.59469444,286.71503,49.933975,1.0015994,3.9390745,0.22878365,13.092798,6.0
136,8961.0,13.642343,1.2730104,0.87016046,33.47021,0.06809947,114.32753,398.6594,1.0023326,3.754259,1.711612,11.410255,3.0
137,13887.0,13.316158,0.08843768,1.6364405,8.195025,0.10772867,19.49496,32.615276,1.0109415,2.7202132,1.9406204,13.153741,7.0
138,9009.0,12.670343,1.2211409,1.3391758,31.633484,0.17951615,77.45261,398.57907,1.0076973,3.6380002,1.8813616,11.345698,3.0
139,3968.0,10.653109,0.5666214,0.70511866,64.21343,0.077604845,1.7623332,376.77307,1.0255808,3.95699,0.74073803,9.494849,3.0
140,1520.0,6.971819,0.38618934,0.83709973,62.049618,0.25047016,48.76484,219.85086,1.0308248,3.1362407,1.7407035,9.721756,3.0
141,14101.0,9.802467,0.3959856,0.9030792,24.673662,0.12189304,184.21121,296.6711,1.0182334,3.05158,1.0781374,12.399879,7.0
142,9291.0,9.8113785,1.355804,0.9200074,16.249155,0.5816169,99.646736,310.677,1.0186768,3.7779942,1.6162941,9.739155,3.0
143,553.0,5.8438005,0.119947165,0.34294796,63.27041,0.046665594,16.361559,326.03073,1.0368934,3.7251365,0.5432032,11.890049,3.0
144,3547.0,6.57891,1.1577541,0.10818929,56.9118,0.38108283,200.02893,319.08917,1.0242153,3.8048317,0.39284337,10.479242,3.0
145,12596.0,7.910105,1.0327418,1.4648035,28.004784,0.33612218,259.64432,308.668,1.0240045,3.8263564,1.1096065,13.275045,3.0
146,5804.0,9.56479,1.0157282,0.25497627,52.279533,0.11985778,135.85733,331.36316,1.0054934,3.7889805,0.9853367,11.5659895,3.0
147,8305.0,7.1291203,0.1881738,0.5798561,63.254684,0.06935408,170.72293,153.01906,1.0331103,3.6246972,0.29174936,13.300423,3.0
148,3646.0,10.30501,0.8968243,1.426697,16.622938,0.06339894,19.710318,332.57816,1.0136422,3.1374838,1.8905952,12.9403515,3.0
149,4820.0,9.375821,1.3904648,1.2588197,6.866085,0.2297834,124.72803,369.55554,1.0283666,3.86827,1.6307533,12.993153,3.0
150,13239.0,13.443848,1.3709552,0.8030886,3.7233117,0.5709032,287.0695,55.477093,1.0203263,3.980247,0.24525142,12.062763,6.0
151,1482.0,8.619025,0.85967314,0.49321342,54.644203,0.30727172,104.74516,364.60135,1.0026983,3.1102896,0.6311494,10.588,3.0
152,6372.0,10.236481,1.1134961,0.90775335,28.636683,0.40670565,123.327545,364.64957,1.0233926,3.487726,1.3078818,10.022737,3.0
153,9752.0,6.0237594,0.17815852,0.4014308,53.250786,0.10872152,65.27189,146.09518,1.0321883,2.7835262,1.6706867,13.260317,4.0
154,6906.0,7.826951,0.14817163,0.9770486,57.56672,0.04042811,27.99065,207.82231,1.0334309,3.3154738,1.5849483,11.842579,3.0
155,13026.0,5.3504195,0.60463476,0.43621334,14.193575,0.49212936,137.91785,78.651054,1.0299319,2.956466,1.7224097,13.45628,5.0
156,8331.0,12.652974,0.61683005,0.2567182,65.37561,0.22177653,2.1807735,409.74423,1.0249921,3.5834277,1.7974604,10.445885,3.0
157,12820.0,11.183891,1.3803186,0.32058328,33.697327,0.2404352,49.801495,352.30136,0.9989846,3.8931823,0.9394363,9.66475,3.0
158,6161.0,8.046754,0.14427316,1.2919831,60.89248,0.033567823,37.823013,276.92313,1.0372263,3.853751,1.7962495,12.95387,3.0
159,2159.0,9.530357,0.51741356,1.4307319,32.040916,0.094246425,6.7800198,214.95972,1.0061007,2.8573782,1.9347255,11.811654,3.0
160,2464.0,9.373896,0.3515707,0.5942593,61.719543,0.16336504,30.679693,343.60577,1.0277184,3.762701,1.1984725,11.272304,3.0
161,1732.0,8.97848,1.0766443,1.5031178,17.762629,0.27901524,91.80205,179.89174,0.9974326,2.963372,1.8185123,11.993027,5.0
162,12841.0,8.870209,0.6618409,1.1645136,48.633842,0.09392156,38.774307,355.4946,1.0202281,3.461999,1.5541123,11.503862,3.0
163,8873.0,7.522465,0.38244554,1.0101004,57.368042,0.050209355,19.529337,160.29877,1.0365031,3.7751446,1.9203138,12.642183,3.0
164,6832.0,7.6891627,1.0588653,0.8015318,43.586353,0.14165169,101.38761,243.1151,1.0175896,3.2378855,1.8106198,10.481991,3.0
165,6494.0,9.675284,0.20285338,1.2468884,64.79016,0.043445494,4.90891,359.99463,1.0362543,3.880836,1.5232787,9.848709,3.0
166,4276.0,7.4995413,0.9763761,1.1971947,30.577875,0.20339163,220.03662,191.47002,1.0045238,3.577634,1.1726937,13.457154,5.0
167,6151.0,10.105787,0.36174065,1.3527465,52.477917,0.0792197,36.807987,337.4379,1.0161368,3.4250453,1.2881515,11.167865,3.0
168,8874.0,11.049133,1.1408992,0.8853612,14.054485,0.5024019,125.67044,342.3481,1.004959,3.6555898,1.6010041,11.322831,3.0
169,4382.0,12.190481,1.3853393,1.213843,14.593452,0.23945996,231.33682,339.15765,1.0163678,3.946288,0.6267388,12.667612,3.0
170,471.0,12.463904,1.4747534,0.5262541,3.7277215,0.5202549,276.6671,172.43051,0.9929278,3.8642044,0.8652357,10.347651,5.0
171,9071.0,11.473567,0.50739586,0.9306686,44.095352,0.032009598,2.8062122,162.03577,1.0266253,2.8406632,1.9919196,12.128113,3.0
172,8373.0,13.66738,1.4922136,0.39443758,21.41728,0.4507604,183.57634,326.78964,1.0126959,3.874087,0.3495291,11.43756,4.0
173,7761.0,10.975828,0.3344878,1.2463133,64.735405,0.0631609,10.400066,370.2295,1.0314478,3.8459911,1.478968,11.139306,3.0
174,11849.0,12.709265,1.1965672,0.6030907,6.6648006,0.59372765,206.53075,132.78502,1.0199436,3.3957784,1.5024372,11.732479,4.0
175,3171.0,13.038292,1.1421517,0.74268425,47.1163,0.1691834,119.13887,340.8373,1.0056942,3.8904681,1.5728078,10.98082,3.0
176,5101.0,12.403414,0.61426145,1.0273509,45.135166,0.28194675,50.48203,341.42432,1.0159564,3.185005,1.7333106,11.180556,3.0
177,11280.0,6.2497735,0.12679818,1.2246798,59.982235,0.014880924,4.124033,113.102104,1.0389283,3.582328,1.9723638,11.73175,3.0
178,8201.0,4.913842,0.19843452,0.01427699,65.28252,0.13558678,146.92145,97.95326,1.0347769,3.0178354,0.24677172,12.816053,3.0
179,3985.0,9.841059,0.31371891,0.94713086,51.498882,0.03289164,6.1089134,260.32477,1.024221,2.9602404,1.9789906,13.239942,3.0
180,7347.0,11.727071,0.92877614,0.3505799,11.887621,0.48363176,101.634865,205.92642,1.0252423,3.4468672,0.9797129,10.88962,4.0
181,2897.0,9.703529,0.43462998,0.5319407,27.5506,0.56178683,271.97186,196.7944,1.0126313,3.1045005,0.24731782,9.860486,4.0
182,3167.0,13.670443,1.3394107,1.0294712,5.036847,0.57013136,278.84775,87.5374,0.9999183,3.886582,0.35037038,10.418869,4.0
183,4922.0,10.41043,0.8543141,0.27612883,60.413567,0.16827361,50.647194,388.00067,1.0177196,3.865601,1.2719271,10.769836,3.0
184,13860.0,6.9189386,0.16238251,1.1438549,53.337395,0.02358527,8.27972,221.03355,1.0241336,2.7415195,1.9528223,13.640822,7.0
185,8728.0,10.468139,0.35653672,0.5030543,26.779932,0.29618508,217.13512,143.87473,1.0277857,3.4962223,1.1014938,13.057205,4.0
186,1739.0,10.981854,0.91535676,0.7397752,61.0958,0.109296925,92.226524,324.2762,1.0185539,3.8100626,0.8561372,11.722309,3.0
187,9933.0,10.353236,0.28854448,0.13394417,32.627384,0.4117433,166.9753,63.270176,1.0260533,2.8357537,0.7660232,12.227652,4.0
188,4728.0,10.750921,1.1752021,1.059712,22.974615,0.3389009,57.489067,335.71646,0.99279743,3.4478204,1.6328866,11.426085,3.0
189,13371.0,7.204747,1.2496786,1.3969501,27.836449,0.35468844,218.25603,207.87863,1.0054421,3.9708357,0.45982277,13.493113,4.0
190,7780.0,9.205842,0.85622174,1.341837,34.70031,0.12322472,31.11575,282.8008,1.0311476,3.141632,1.9144323,12.245444,3.0
192,3485.0,12.268691,0.8318877,1.5817496,18.830378,0.039025713,114.38476,383.77878,1.0161651,3.7152302,1.95787,12.935742,3.0
193,9873.0,7.070318,0.7631086,1.1275272,59.212616,0.084023416,52.228825,290.21878,1.032987,3.130001,1.4932858,13.126719,3.0
